record_id_ferc1,record_id_eia,signature_1,signature_2,notes
f1_steam_2020_12_45_1_1,2723_st_2020_plant_prime_mover_total_5416_retired,AS,CG,
f1_steam_2020_12_45_4_1,2723_2020_plant_total_5416,AS,CG,
f1_steam_2018_12_55_0_2,628_0_2018_plant_match_ferc1_total_6455,AS,CG,combo of plants from 66 and 69
f1_steam_2018_12_55_0_3,628_1_2018_plant_match_ferc1_total_6455,AS,CG,combo of plants from 82 and 84
f1_steam_2019_12_55_2_5,628_st_2019_plant_prime_mover_total_6455,RF,CG,
f1_steam_2020_12_55_0_2,628_st_2020_plant_prime_mover_total_6455,AS,CG,
f1_steam_2018_12_17_3_3,3250_2018_plant_total_3046,RF,CG,
f1_steam_2019_12_17_3_3,3250_2019_plant_total_3046,RF,CG,
f1_steam_2020_12_17_3_3,3250_2020_plant_total_3046,AS,CG,
f1_steam_2018_12_55_2_2,6046_2018_plant_total_6455,RF,CG,
f1_steam_2019_12_55_1_4,6046_2019_plant_total_6455,RF,CG,
f1_steam_2020_12_55_2_1,6046_2020_plant_total_6455,AS,CG,
f1_steam_2018_12_178_0_1,6018_2018_plant_total_55729,AS,CG,
f1_steam_2019_12_178_0_1,6018_2019_plant_total_55729,AS,CG,
f1_steam_2020_12_178_0_1,6018_2020_plant_total_55729,AS,CG,
f1_steam_2018_12_144_0_1,1004_petroleum_liquids_2018_plant_technology_total_15470_retired,RF,CG,
f1_steam_2018_12_144_3_1,1004_2018_plant_total_15470,RF,CG,
f1_steam_2019_12_144_0_1,1004_petroleum_liquids_2019_plant_technology_total_15470_retired,RF,CG,
f1_steam_2019_12_144_3_1,1004_2019_plant_total_15470,RF,CG,
f1_steam_2020_12_144_3_1,1004_2020_plant_total_15470,AS,CG,
f1_steam_2018_12_144_1_3,1008_2018_plant_total_15470,RF,CG,
f1_steam_2019_12_144_1_3,1008_2019_plant_total_15470,AS,CG,
f1_steam_2020_12_144_1_3,1008_2020_plant_total_15470,AS,CG,
f1_steam_2018_12_144_0_3,6113_2018_plant_owned_15470,RF,CG,
f1_steam_2019_12_144_0_3,6113_2019_plant_owned_15470,RF,CG,
f1_steam_2020_12_144_0_3,6113_2020_plant_owned_15470,AS,CG,
f1_steam_2018_12_17_0_5,3251_st_2018_plant_prime_mover_total_3046_retired,RF,CG,linked based on year
f1_steam_2018_12_17_2_4,3251_gt_2018_plant_prime_mover_total_3046_retired,RF,CG,linked based on year
f1_steam_2018_12_17_2_1,3251_2018_plant_total_3046,RF,CG,
f1_steam_2019_12_17_0_5,3251_st_2019_plant_prime_mover_total_3046_retired,RF,CG,linked based on year
f1_steam_2019_12_17_2_4,3251_gt_2019_plant_prime_mover_total_3046_retired,RF,CG,linked based on year
f1_steam_2019_12_17_2_1,3251_2019_plant_total_3046,RF,CG,
f1_steam_2020_12_17_2_1,3251_2020_plant_total_3046,AS,CG,
f1_steam_2018_12_17_3_4,58215_2018_plant_total_3046,AS,CG,"capacity off, net gen match"
f1_steam_2019_12_17_3_4,58215_2019_plant_total_3046,RF,CG,
f1_steam_2020_12_17_3_4,58215_2020_plant_total_3046,AS,CG,
f1_steam_2018_12_17_1_5,6015_2018_plant_total_3046,RF,CG,
f1_steam_2019_12_17_1_5,6015_2019_plant_total_3046,RF,CG,
f1_steam_2020_12_17_1_5,6015_2020_plant_total_3046,AS,CG,
f1_steam_2018_12_55_1_1,7302_2018_plant_total_6455,RF,CG,
f1_steam_2019_12_55_0_3,7302_2019_plant_total_6455,RF,CG,
f1_steam_2020_12_55_0_5,7302_2020_plant_total_6455,AS,CG,
f1_steam_2018_12_55_2_3,630_2018_plant_total_6455,RF,CG,
f1_steam_2019_12_55_1_5,630_2019_plant_total_6455,AS,CG,
f1_steam_2018_12_55_2_4,8049_2018_plant_total_6455,RF,CG,
f1_steam_2019_12_55_2_1,8049_2019_plant_total_6455,RF,CG,
f1_steam_2020_12_55_2_2,8049_2020_plant_total_6455,AS,CG,
f1_steam_2018_12_45_0_4,3264_3_2018_plant_unit_total_5416,AS,CG,based on net gen
f1_steam_2018_12_45_0_5,3264_gt_2018_plant_prime_mover_total_5416,AS,CG,
f1_steam_2018_12_45_4_2,3264_4_2018_plant_unit_total_5416,AS,CG,cap and net gen off
f1_steam_2019_12_45_0_4,3264_3_2019_plant_unit_total_5416,AS,CG,based on net gen
f1_steam_2019_12_45_0_5,3264_gt_2019_plant_prime_mover_total_5416,AS,CG,
f1_steam_2019_12_45_4_2,3264_4_2019_plant_unit_total_5416,AS,CG,cap and net gen off
f1_steam_2020_12_45_0_5,3264_gt_2020_plant_prime_mover_total_5416,AS,CG,
f1_steam_2020_12_45_0_4,3264_3_2020_plant_unit_total_5416,AS,CG,switched from 3264_3_2020_plant_unit_total_5416 due to issues with unit total records
f1_steam_2020_12_45_4_2,3264_4_2020_plant_unit_total_5416,AS,CG,based on net gen
f1_steam_2018_12_45_2_4,7277_2018_plant_total_5416,AS,CG,
f1_steam_2019_12_45_2_4,7277_2019_plant_total_5416,AS,CG,
f1_steam_2020_12_45_2_4,7277_2020_plant_total_5416,AS,CG,
f1_steam_2018_12_17_1_2,2713_2018_plant_total_3046_retired,RF,CG,
f1_steam_2018_12_17_2_5,58697_2018_plant_total_3046,RF,CG,
f1_steam_2019_12_17_1_2,2713_2019_plant_total_3046_retired,RF,CG,
f1_steam_2019_12_17_2_5,58697_2019_plant_total_3046,RF,CG,
f1_steam_2020_12_17_2_5,58697_2020_plant_total_3046,,CG,
f1_steam_2018_12_144_2_2,55110_2018_plant_total_15470,RF,CG,
f1_steam_2019_12_144_2_2,55110_2019_plant_total_15470,RF,CG,
f1_steam_2020_12_144_2_2,55110_2020_plant_total_15470,AS,CG,
f1_steam_2018_12_45_0_2,2727_2018_plant_total_5416,AS,CG,
f1_steam_2019_12_45_0_2,2727_2019_plant_total_5416,AS,CG,
f1_steam_2020_12_45_0_2,2727_2020_plant_total_5416,AS,CG,
f1_steam_2018_12_17_0_4,6250_2018_plant_total_3046,RF,CG,
f1_steam_2019_12_17_0_4,6250_2019_plant_total_3046,RF,CG,
f1_steam_2020_12_17_0_4,6250_2020_plant_total_3046,AS,CG,
f1_steam_2018_12_45_3_1,6038_2018_plant_total_5416,AS,CG,
f1_steam_2019_12_45_3_1,6038_2019_plant_total_5416,AS,CG,
f1_steam_2020_12_45_3_1,6038_2020_plant_total_5416,AS,CG,
f1_steam_2018_12_144_2_4,1006_2018_plant_total_15470,RF,CG,
f1_steam_2019_12_144_2_4,1006_2019_plant_total_15470_retired,RF,CG,cap off but same record over time
f1_steam_2018_12_45_3_3,7981_2018_plant_total_5416,AS,CG,
f1_steam_2019_12_45_3_3,7981_2019_plant_total_5416,AS,CG,
f1_steam_2020_12_45_3_3,7981_2020_plant_total_5416,AS,CG,
f1_steam_2018_12_17_3_1,2711_2018_plant_total_3046_retired,RF,CG,wrong plant_id_pudl in ferc1!
f1_steam_2019_12_17_3_1,2711_2019_plant_total_3046_retired,RF,CG,wrong plant_id_pudl in ferc1!
f1_steam_2018_12_178_0_2,2832_2018_plant_total_3542_retired,CG,,
f1_steam_2019_12_178_0_2,2832_2019_plant_total_3542_retired,CG,,
f1_steam_2018_12_144_0_2,1007_2018_plant_total_15470,RF,CG,
f1_steam_2019_12_144_0_2,1007_2019_plant_total_15470,RF,CG,
f1_steam_2020_12_144_0_2,1007_2020_plant_total_15470,AS,CG,
f1_steam_2020_12_45_2_5,3265_2020_plant_total_5416,AS,CG,
f1_steam_2018_12_45_2_5,3265_2018_plant_total_5416,AS,CG,
f1_steam_2019_12_45_2_5,3265_2019_plant_total_5416,AS,CG,
f1_steam_2018_12_45_1_5,2732_gt_2018_plant_prime_mover_total_5416_retired,CG,,guess based on prior years
f1_steam_2018_12_45_1_4,2732_st_2018_plant_prime_mover_total_5416_retired,CG,,guess based on prior years
f1_steam_2019_12_45_1_4,2732_gt_2019_plant_prime_mover_total_5416_retired,CG,,guess based on prior years
f1_steam_2019_12_45_1_5,2732_st_2019_plant_prime_mover_total_5416_retired,CG,,guess based on prior years
f1_steam_2020_12_45_3_4,55116_2020_plant_total_5416,AS,CG,
f1_steam_2018_12_45_3_4,55116_2018_plant_total_5416,AS,CG,
f1_steam_2019_12_45_3_4,55116_2019_plant_total_5416,AS,CG,
f1_steam_2020_12_17_1_1,2712_2020_plant_total_3046,AS,CG,
f1_steam_2018_12_17_1_1,2712_2018_plant_total_3046,RF,CG,
f1_steam_2019_12_17_1_1,2712_2019_plant_total_3046,RF,CG,
f1_steam_2020_12_17_4_2,7805_2020_plant_total_3046,AS,CG,
f1_steam_2018_12_17_4_2,7805_2018_plant_total_3046,RF,CG,
f1_steam_2019_12_17_4_2,7805_2019_plant_total_3046,RF,CG,
f1_steam_2020_12_55_1_2,7699_2020_plant_total_6455,AS,CG,
f1_steam_2018_12_55_1_3,7699_2018_plant_total_6455,RF,CG,
f1_steam_2019_12_55_0_5,7699_2019_plant_total_6455,RF,CG,
f1_steam_2020_12_55_2_4,7345_2020_plant_total_6455,AS,CG,
f1_steam_2018_12_55_3_1,7345_2018_plant_total_6455,RF,CG,
f1_steam_2019_12_55_2_3,7345_2019_plant_total_6455,RF,CG,
f1_steam_2020_12_55_2_3,638_2020_plant_total_6455,AS,CG,
f1_steam_2020_12_144_2_5,55111_2020_plant_owned_15470,AS,CG,
f1_steam_2018_12_55_2_5,638_2018_plant_total_6455,RF,CG,
f1_steam_2019_12_55_2_2,638_2019_plant_total_6455,AS,CG,
f1_steam_2018_12_144_2_5,55111_2018_plant_owned_15470,RF,CG,
f1_steam_2019_12_144_2_5,55111_2019_plant_owned_15470,RF,CG,
f1_steam_2018_12_17_1_3,2716_2018_plant_total_3046_retired,RF,CG,based on previous records and inst year
f1_steam_2018_12_17_3_5,2716_2018_plant_total_3046,RF,CG,
f1_steam_2019_12_17_1_3,2716_2019_plant_total_3046_retired,RF,CG,based on previous records and inst year
f1_steam_2019_12_17_3_5,2716_2019_plant_total_3046,RF,CG,
f1_steam_2018_12_144_1_2,1010_st_2018_plant_prime_mover_total_15470_retired,AS,CG,cap off but seems right what with other years
f1_steam_2019_12_144_1_2,1010_st_2019_plant_prime_mover_total_15470_retired,AS,CG,cap off but seems right what with other years
f1_steam_2020_12_17_4_1,7538_2020_plant_total_3046,AS,CG,
f1_steam_2018_12_17_4_1,7538_2018_plant_total_3046,RF,CG,
f1_steam_2019_12_17_4_1,7538_2019_plant_total_3046,RF,CG,
f1_steam_2020_12_144_1_1,55224_2020_plant_total_15470,AS,CG,
f1_steam_2018_12_144_1_1,55224_2018_plant_total_15470,RF,CG,
f1_steam_2019_12_144_1_1,55224_2019_plant_total_15470,RF,CG,
f1_steam_2020_12_178_0_2,7158_2020_plant_total_55729,AS,CG,
f1_steam_2018_12_178_0_3,7158_2018_plant_total_55729,AS,CG,
f1_steam_2019_12_178_0_3,7158_2019_plant_total_55729,AS,CG,
f1_gnrt_plant_2020_12_45_0_2,2741_2020_plant_total_5416,AS,CG,
f1_gnrt_plant_2018_12_45_0_2,2741_2018_plant_total_5416,AS,CG,
f1_gnrt_plant_2019_12_45_0_2,2741_2019_plant_total_5416,AS,CG,
f1_gnrt_plant_2020_12_45_0_3,2743_2020_plant_total_5416,AS,CG,
f1_gnrt_plant_2018_12_45_0_4,2743_2018_plant_total_5416,AS,CG,
f1_gnrt_plant_2019_12_45_0_3,2743_2019_plant_total_5416,AS,CG,
f1_gnrt_plant_2018_12_45_0_6,3258_2018_plant_total_5416,AS,CG,ferc wrong units
f1_hydro_2020_12_45_1_5,3256_2020_plant_total_5416,AS,CG,
f1_hydro_2020_12_45_2_2,3255_2020_plant_total_5416,AS,CG,
f1_hydro_2020_12_45_3_1,6517_2020_plant_total_5416,AS,CG,
f1_hydro_2020_12_45_0_1,2719_2020_plant_total_5416,AS,CG,
f1_hydro_2018_12_45_1_5,3256_2018_plant_total_5416,AS,CG,
f1_hydro_2019_12_45_1_5,3256_2019_plant_total_5416,AS,CG,
f1_hydro_2020_12_45_3_4,2749_2020_plant_total_5416,AS,CG,
f1_hydro_2018_12_45_2_2,3255_2018_plant_total_5416,AS,CG,
f1_hydro_2019_12_45_2_2,3255_2019_plant_total_5416,AS,CG,
f1_hydro_2020_12_45_1_2,3271_2020_plant_total_5416,AS,CG,"cap off, net gen good"
f1_hydro_2018_12_45_0_3,2729_2018_plant_total_5416,AS,CG,
f1_hydro_2019_12_45_0_3,2729_2019_plant_total_5416,AS,CG,
f1_hydro_2020_12_45_2_3,3270_2020_plant_total_5416,AS,CG,
f1_hydro_2018_12_45_3_1,6517_2018_plant_total_5416,AS,CG,
f1_hydro_2019_12_45_3_1,6517_2019_plant_total_5416,AS,CG,
f1_hydro_2020_12_45_2_4,3272_2020_plant_total_5416,AS,CG,"cap off, net gen good"
f1_hydro_2018_12_45_0_1,2719_2018_plant_total_5416,AS,CG,
f1_hydro_2019_12_45_0_1,2719_2019_plant_total_5416,AS,CG,
f1_hydro_2020_12_45_1_1,2722_2020_plant_total_5416,AS,CG,
f1_hydro_2018_12_45_2_1,3266_2018_plant_total_5416,AS,CG,
f1_hydro_2019_12_45_2_1,3266_2019_plant_total_5416_retired,AS,CG,
f1_hydro_2018_12_45_3_4,2749_2018_plant_total_5416,AS,CG,
f1_hydro_2019_12_45_3_4,2749_2019_plant_total_5416,AS,CG,
f1_hydro_2020_12_45_1_3,3257_2020_plant_total_5416,AS,CG,
f1_hydro_2018_12_45_1_2,3271_2018_plant_total_5416,AS,CG,
f1_hydro_2019_12_45_1_2,3271_2019_plant_total_5416,AS,CG,
f1_hydro_2020_12_45_3_2,2750_2020_plant_total_5416,AS,CG,
f1_hydro_2018_12_45_2_3,3270_2018_plant_total_5416,AS,CG,cap off but seems right what with other years
f1_hydro_2019_12_45_2_3,3270_2019_plant_total_5416,AS,CG,cap off but seems right what with other years
f1_hydro_2018_12_45_2_4,3272_2018_plant_total_5416,AS,CG,
f1_hydro_2019_12_45_2_4,3272_2019_plant_total_5416,AS,CG,
f1_hydro_2020_12_45_3_3,2747_2020_plant_total_5416,AS,CG,
f1_hydro_2018_12_45_1_1,2722_2018_plant_total_5416,AS,CG,
f1_hydro_2019_12_45_1_1,2722_2019_plant_total_5416,AS,CG,
f1_hydro_2020_12_45_0_5,2728_2020_plant_total_5416,AS,CG,
f1_hydro_2018_12_45_0_4,2726_2018_plant_total_5416,AS,CG,
f1_hydro_2019_12_45_0_4,2726_2019_plant_total_5416,AS,CG,
f1_hydro_2018_12_45_1_3,3257_2018_plant_total_5416,AS,CG,
f1_hydro_2019_12_45_1_3,3257_2019_plant_total_5416,AS,CG,
f1_pumped_storage_2020_12_45_0_2,7125_2020_plant_total_5416,AS,CG,
f1_hydro_2018_12_45_3_2,2750_2018_plant_total_5416,AS,CG,
f1_hydro_2019_12_45_3_2,2750_2019_plant_total_5416,AS,CG,
f1_pumped_storage_2020_12_45_0_1,3262_2020_plant_total_5416,AS,CG,
f1_hydro_2018_12_45_1_4,3259_2018_plant_total_5416,AS,CG,
f1_hydro_2019_12_45_1_4,3259_2019_plant_total_5416,AS,CG,
f1_hydro_2020_12_144_0_1,1005_2020_plant_total_15470,AS,CG,
f1_hydro_2018_12_45_3_3,2747_2018_plant_total_5416,AS,CG,
f1_hydro_2019_12_45_3_3,2747_2019_plant_total_5416,AS,CG,
f1_hydro_2020_12_17_0_2,2714_2020_plant_total_3046,AS,CG,
f1_hydro_2018_12_45_0_5,2728_2018_plant_total_5416,AS,CG,
f1_hydro_2019_12_45_0_5,2728_2019_plant_total_5416,AS,CG,
f1_hydro_2020_12_17_0_3,2715_2020_plant_total_3046,AS,CG,
f1_hydro_2018_12_45_0_2,2730_2018_plant_total_5416,AS,CG,
f1_hydro_2019_12_45_0_2,2730_2019_plant_total_5416,AS,CG,
f1_pumped_storage_2018_12_45_0_2,7125_2018_plant_total_5416,AS,CG,matches cap from 2014
f1_pumped_storage_2019_12_45_0_2,7125_2019_plant_total_5416,AS,CG,matches cap from 2014
f1_pumped_storage_2018_12_45_0_1,3262_2018_plant_total_5416,AS,CG,
f1_pumped_storage_2019_12_45_0_1,3262_2019_plant_total_5416,AS,CG,
f1_hydro_2018_12_144_0_1,1005_2018_plant_total_15470,RF,CG,
f1_hydro_2019_12_144_0_1,1005_2019_plant_total_15470,RF,CG,
f1_hydro_2018_12_17_0_2,2714_2018_plant_total_3046,RF,CG,
f1_hydro_2019_12_17_0_2,2714_2019_plant_total_3046,RF,CG,
f1_hydro_2018_12_17_0_3,2715_2018_plant_total_3046,RF,CG,
f1_hydro_2019_12_17_0_3,2715_2019_plant_total_3046,RF,CG,
f1_gnrt_plant_2020_12_45_0_5,2751_2020_plant_total_5416,AS,CG,ferc units off
f1_gnrt_plant_2018_12_45_0_5,2745_2018_plant_total_5416,AS,CG,ferc units off
f1_gnrt_plant_2018_12_45_0_7,2746_2018_plant_total_5416,AS,CG,ferc units off
f1_gnrt_plant_2018_12_45_0_9,2751_2018_plant_total_5416,AS,CG,ferc units off
f1_gnrt_plant_2019_12_45_0_5,2751_2019_plant_total_5416,AS,CG,ferc units off
f1_gnrt_plant_2018_12_45_0_10,2736_2018_plant_total_5416,AS,CG,ferc units off
f1_gnrt_plant_2020_12_45_0_4,6438_2020_plant_total_5416,AS,CG,ferc units off
f1_gnrt_plant_2018_12_45_0_8,6438_2018_plant_total_5416,AS,CG,ferc units off
f1_gnrt_plant_2019_12_45_0_4,6438_2019_plant_total_5416,AS,CG,ferc units off
f1_steam_2020_12_55_1_1,55412_2020_plant_total_6455,AS,CG,
f1_steam_2018_12_55_1_2,55412_2018_plant_total_6455,RF,CG,
f1_steam_2019_12_55_0_4,55412_2019_plant_total_6455,RF,CG,
f1_gnrt_plant_2018_12_17_0_1,2710_2018_plant_total_3046,AS,CG,ferc units off
f1_gnrt_plant_2019_12_17_0_1,2710_2019_plant_total_3046,AS,CG,ferc units off
f1_gnrt_plant_2018_12_45_0_3,62879_2018_plant_total_62715,AS,CG,
f1_steam_2018_12_55_0_5,628_natural_gas_fired_combined_cycle_2018_plant_technology_total_6455,AS,CG,
f1_steam_2019_12_55_0_2,628_natural_gas_fired_combined_cycle_2019_plant_technology_total_6455,AS,CG,
f1_steam_2019_12_45_4_3,63063_2019_plant_total_5416,AS,CG,
f1_steam_2018_12_120_0_3,1915_2018_plant_total_13781,AS,SW,
f1_steam_2018_12_145_1_5,464_2018_plant_total_15466,AS,SW,
f1_gnrt_plant_2018_12_145_0_2,6207_2018_plant_total_15466,AS,SW,poor gen matching
f1_steam_2018_12_120_2_1,7237_2018_plant_total_13781,AS,SW,
f1_steam_2018_12_120_2_2,1904_2018_plant_total_13781,AS,SW,
f1_steam_2018_12_120_0_5,8027_2018_plant_total_13781,AS,SW,
f1_steam_2018_12_145_3_1,55645_2018_plant_total_15466,AS,SW,
f1_gnrt_plant_2018_12_120_0_23,59200_2018_plant_total_13781,AS,SW,I think the ferc gen is missing a decimal point
f1_pumped_storage_2018_12_145_0_1,467_2018_plant_total_15466,AS,SW,
f1_steam_2018_12_166_1_5,2453_2018_plant_total_17718_retired,AS,SW,
f1_steam_2018_12_145_0_2,469_4_2018_plant_unit_total_15466,AS,SW,
f1_steam_2018_12_145_0_3,469_5_2018_plant_unit_total_15466,AS,SW,
f1_steam_2018_12_145_0_4,470_2018_plant_total_15466,AS,SW,capacity matches total but net_gen is closer to owned
f1_gnrt_plant_2018_12_120_0_25,58658_2018_plant_total_13781,SW,AS,
f1_steam_2018_12_145_0_5,6021_2018_plant_owned_15466,AS,SW,
f1_steam_2018_12_166_0_3,2454_gt_2018_plant_prime_mover_total_17718,AS,SW,
f1_steam_2018_12_166_2_1,2454_st_2018_plant_prime_mover_total_17718,AS,SW,
f1_steam_2018_12_145_2_1,8067_2018_plant_total_15466,AS,SW,
f1_steam_2018_12_145_2_4,6112_1_2018_plant_unit_total_15466,AS,SW,
f1_steam_2018_12_145_2_5,6112_gt_2018_plant_prime_mover_total_15466,AS,SW,
f1_steam_2018_12_145_2_2,471_2018_plant_total_15466,AS,SW,
f1_gnrt_plant_2018_12_145_0_3,472_2018_plant_total_15466,AS,SW,missing a decimal point
f1_gnrt_plant_2018_12_120_0_21,56994_2018_plant_total_13781,AS,SW,
f1_steam_2018_12_120_1_2,1910_2018_plant_total_13781,AS,SW,
f1_steam_2018_12_166_1_4,6193_2018_plant_total_17718,AS,SW,
f1_steam_2018_12_145_1_1,525_2018_plant_owned_15466,AS,,net gen is closer to owned value; capacity aligns with total
f1_hydro_2018_12_120_0_1,1911_2018_plant_total_13781,AS,SW,
f1_gnrt_plant_2018_12_120_0_5,1912_2018_plant_total_13781_retired,AS,SW,
f1_steam_2018_12_120_1_4,1912_2018_plant_total_13781,AS,SW,
f1_steam_2018_12_120_1_3,1913_natural_gas_fired_combustion_turbine_2018_plant_technology_total_13781,AS,SW,
f1_steam_2018_12_166_0_1,3482_gt_2018_plant_prime_mover_total_17718,AS,SW,
f1_steam_2018_12_166_1_1,3482_st_2018_plant_prime_mover_total_17718,AS,SW,
f1_gnrt_plant_2018_12_120_0_20,55265_2018_plant_total_56622,SW,AS,
f1_steam_2018_12_166_0_2,2446_gt_2018_plant_prime_mover_total_17718,AS,SW,
f1_steam_2018_12_166_2_2,2446_1_2018_plant_unit_total_17718,AS,SW,
f1_gnrt_plant_2018_12_120_0_4,1918_2018_plant_total_13781_retired,AS,SW,
f1_steam_2018_12_120_1_5,1922_2018_plant_total_13781,AS,SW,
f1_steam_2018_12_166_1_2,3483_2018_plant_total_17718_retired,AS,SW,
f1_steam_2018_12_166_1_3,3484_2018_plant_total_17718,AS,SW,
f1_gnrt_plant_2018_12_120_0_22,57047_2018_plant_total_13781,AS,SW,
f1_steam_2018_12_145_1_2,6248_2018_plant_total_15466,AS,SW,
f1_steam_2018_12_166_0_4,3485_2018_plant_total_17718,AS,SW,
f1_gnrt_plant_2018_12_120_0_24,59201_2018_plant_total_13781,AS,SW,
f1_steam_2018_12_120_0_4,1925_2018_plant_total_13781,AS,SW,
f1_steam_2018_12_166_2_3,58125_2018_plant_total_17718,AS,SW,
f1_gnrt_plant_2018_12_120_0_3,1926_2018_plant_total_13781,AS,SW,missing decimal; Steve changed from 1926_1_2018_plant_gen_owned_13781 and 1926_2_2018_plant_gen_owned_13781
f1_steam_2018_12_120_0_1,1927_2018_plant_total_13781,AS,SW,
f1_steam_2018_12_145_3_2,55835_2018_plant_total_15466,AS,SW,
f1_gnrt_plant_2018_12_145_0_9,60619_2018_plant_total_15466,AS,SW,
f1_gnrt_plant_2018_12_145_0_4,474_2018_plant_total_15466,AS,SW,
f1_steam_2018_12_120_1_1,6090_2018_plant_owned_13781,AS,SW,
f1_hydro_2018_12_145_0_1,476_2018_plant_total_15466,AS,SW,
f1_gnrt_plant_2018_12_145_0_5,6206_2018_plant_total_15466,AS,SW,missing a decimal point
f1_steam_2018_12_166_0_5,6194_2018_plant_total_17718,AS,SW,
f1_steam_2018_12_145_2_3,477_2018_plant_total_15466,AS,SW,changed from 477_gt_2018_plant_prime_mover_total_15467
f1_steam_2018_12_120_0_2,1934_2018_plant_total_13781,AS,SW,
f1_steam_2019_12_120_0_3,1915_2019_plant_total_13781,AS,SW,
f1_steam_2019_12_145_1_5,464_2019_plant_total_15466,AS,SW,
f1_gnrt_plant_2019_12_145_0_2,6207_2019_plant_total_15466,AS,SW,poor gen matching
f1_steam_2019_12_120_2_1,7237_2019_plant_total_13781,AS,SW,
f1_steam_2019_12_120_2_2,1904_2019_plant_total_13781,AS,SW,
f1_gnrt_plant_2019_12_120_0_9,61650_2019_plant_total_13781_proposed,AS,SW,Assuming this is blazing star 2 because it's the same utility as the blazing star 2 entry for 2020. No good data to compare though.
f1_steam_2019_12_120_0_5,8027_2019_plant_total_13781,AS,SW,
f1_steam_2019_12_145_3_1,55645_2019_plant_total_15466,AS,SW,
f1_gnrt_plant_2019_12_120_0_13,59200_2019_plant_total_13781,AS,SW,I think the ferc gen is missing a decimal point
f1_pumped_storage_2019_12_145_0_1,467_2019_plant_total_15466,AS,SW,
f1_steam_2019_12_145_0_2,469_4_2019_plant_unit_total_15466,AS,SW,
f1_steam_2019_12_145_0_3,469_5_2019_plant_unit_total_15466,AS,SW,
f1_steam_2019_12_145_0_4,470_2019_plant_total_15466,AS,SW,capacity matches total but net_gen is closer to owned
f1_gnrt_plant_2019_12_120_0_15,58658_2019_plant_total_13781,SW,AS,
f1_steam_2019_12_145_0_5,6021_2019_plant_owned_15466,AS,SW,
f1_steam_2019_12_166_2_2,2454_gt_2019_plant_prime_mover_total_17718,AS,SW,
f1_steam_2019_12_166_1_4,2454_st_2019_plant_prime_mover_total_17718,AS,SW,
f1_steam_2019_12_145_2_1,8067_2019_plant_total_15466,AS,SW,
f1_steam_2019_12_145_2_4,6112_2019_plant_total_15466,AS,AS,
f1_steam_2019_12_145_2_5,6112_gt_2019_plant_prime_mover_total_15466,AS,SW,
f1_gnrt_plant_2019_12_120_0_16,61747_2019_plant_total_13781_proposed,AS,SW,
f1_steam_2019_12_145_2_2,471_2019_plant_total_15466,AS,SW,
f1_gnrt_plant_2019_12_145_0_3,472_2019_plant_total_15466,AS,SW,missing a decimal point
f1_gnrt_plant_2019_12_120_0_11,56994_2019_plant_total_13781,AS,SW,
f1_gnrt_plant_2019_12_166_0_2,59247_2019_plant_total_60040,AS,SW,wrong utility
f1_steam_2019_12_166_1_2,6193_2019_plant_total_17718,AS,SW,
f1_steam_2019_12_145_1_1,525_2019_plant_owned_15466,AS,,net gen is closer to owned value; capacity aligns with total
f1_hydro_2019_12_120_0_1,1911_2019_plant_total_13781,AS,SW,
f1_steam_2019_12_120_1_4,1912_2019_plant_total_13781,AS,SW,
f1_steam_2019_12_120_1_3,1913_natural_gas_fired_combustion_turbine_2019_plant_technology_total_13781,AS,SW,
f1_steam_2019_12_166_0_4,3482_st_2019_plant_prime_mover_total_17718,AS,SW,
f1_steam_2019_12_166_2_3,3482_gt_2019_plant_prime_mover_total_17718,AS,SW,
f1_gnrt_plant_2019_12_120_0_10,55265_2019_plant_total_13781,SW,AS,
f1_steam_2019_12_166_2_1,2446_gt_2019_plant_prime_mover_total_17718,AS,SW,
f1_steam_2019_12_166_1_5,2446_1_2019_plant_unit_total_17718,AS,SW,
f1_gnrt_plant_2019_12_120_0_4,1918_2019_plant_total_13781_retired,AS,SW,
f1_steam_2019_12_120_1_5,1922_2019_plant_total_13781,,SW,
f1_steam_2019_12_166_1_1,3484_2019_plant_total_17718,AS,SW,
f1_gnrt_plant_2019_12_120_0_12,57047_2019_plant_total_13781,AS,SW,
f1_steam_2019_12_145_1_2,6248_2019_plant_total_15466,AS,SW,
f1_steam_2019_12_166_0_2,3485_2019_plant_total_17718,AS,SW,
f1_gnrt_plant_2019_12_120_0_14,59201_2019_plant_total_13781,AS,SW,
f1_steam_2019_12_120_0_4,1925_2019_plant_total_13781,AS,SW,
f1_steam_2019_12_166_0_1,58125_2019_plant_total_17718,AS,SW,
f1_gnrt_plant_2019_12_120_0_3,1926_2019_plant_total_13781,AS,SW,missing decimal; Steve changed from 1926_1_2019_plant_gen_owned_13781 and 1926_2_2019_plant_gen_owned_13781
f1_steam_2019_12_120_0_1,1927_2019_plant_total_13781,AS,SW,
f1_steam_2019_12_145_3_2,55835_2019_plant_total_15466,AS,SW,
f1_gnrt_plant_2019_12_145_0_9,60619_2019_plant_total_15466,AS,SW,
f1_gnrt_plant_2019_12_145_0_4,474_2019_plant_total_15466,AS,SW,
f1_steam_2019_12_120_1_1,6090_2019_plant_owned_13781,AS,SW,
f1_hydro_2019_12_145_0_1,476_2019_plant_total_15466,AS,SW,
f1_gnrt_plant_2019_12_145_0_5,6206_2019_plant_total_15466,AS,SW,missing a decimal point
